!version: $Revision: 1.48 $
!date: $Date: 2006/07/27 13:53:31 $
!Mapping of GO function_ontology "enzymes" to Enzyme Commission Numbers.
!original mapping by Michael Ashburner, Cambridge.
!This version parsed from function.ontology on 2006/07/14 16:07:33
!by Daniel Barrell, EBI, Hinxton
!
EC:1 > GO:oxidoreductase activity ; GO:0016491
EC:2.1.2.3 > GO:phosphoribosylaminoimidazolecarboxamide formyltransferase activity ; GO:0004643
EC:2.1.2.4 > GO:glycine formimidoyltransferase activity ; GO:0030408
EC:2.1.2.5 > GO:glutamate formimidoyltransferase activity ; GO:0030409
EC:2.1.2.7 > GO:D-alanine 2-hydroxymethyltransferase activity ; GO:0050413
EC:2.1.2.8 > GO:deoxycytidylate 5-hydroxymethyltransferase activity ; GO:0047153
EC:2.1.2.9 > GO:methionyl-tRNA formyltransferase activity ; GO:0004479
EC:2.1.3 > GO:carboxyl- and carbamoyltransferase activity ; GO:0016743
EC:2.1.3.1 > GO:methylmalonyl-CoA carboxytransferase activity ; GO:0047154
EC:2.1.3.2 > GO:aspartate carbamoyltransferase activity ; GO:0004070
EC:2.1.3.3 > GO:ornithine carbamoyltransferase activity ; GO:0004585
EC:2.1.3.5 > GO:oxamate carbamoyltransferase activity ; GO:0050205
EC:2.1.3.6 > GO:putrescine carbamoyltransferase activity ; GO:0050231
EC:2.1.3.7 > GO:3-hydroxymethylcephem carbamoyltransferase activity ; GO:0047155
EC:2.1.3.8 > GO:lysine carbamoyltransferase activity ; GO:0050068
EC:2.1.4.1 > GO:glycine amidinotransferase activity ; GO:0015068
EC:2.1.4.2 > GO:scyllo-inosamine-4-phosphate amidinotransferase activity ; GO:0015069
EC:2.2 > GO:transferase activity, transferring aldehyde or ketonic groups ; GO:0016744
EC:2.2.1 > GO:transferase activity, transferring aldehyde or ketonic groups ; GO:0016744
EC:2.2.1.1 > GO:transketolase activity ; GO:0004802
EC:2.2.1.2 > GO:transaldolase activity ; GO:0004801
EC:2.2.1.3 > GO:formaldehyde transketolase activity ; GO:0047896
EC:2.2.1.4 > GO:acetoin-ribose-5-phosphate transaldolase activity ; GO:0047156
EC:2.2.1.5 > GO:2-hydroxy-3-oxoadipate synthase activity ; GO:0050439
EC:2.2.1.6 > GO:acetolactate synthase activity ; GO:0003984
EC:2.2.1.7 > GO:1-deoxy-D-xylulose-5-phosphate synthase activity ; GO:0008661
EC:2.3 > GO:transferase activity, transferring acyl groups ; GO:0016746
EC:2.3.1 > GO:transferase activity, transferring groups other than amino-acyl groups ; GO:0016747
EC:2.3.1.1 > GO:amino-acid N-acetyltransferase activity ; GO:0004042
EC:2.3.1.10 > GO:hydrogen-sulfide S-acetyltransferase activity ; GO:0047986
EC:2.3.1.100 > GO:myelin-proteolipid O-palmitoyltransferase activity ; GO:0047157
EC:2.3.1.101 > GO:formylmethanofuran-tetrahydromethanopterin N-formyltransferase activity ; GO:0030270
EC:2.3.1.102 > GO:N6-hydroxylysine O-acetyltransferase activity ; GO:0050133
EC:2.3.1.103 > GO:sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity ; GO:0047158
EC:2.3.1.104 > GO:1-alkenylglycerophosphocholine O-acyltransferase activity ; GO:0047159
EC:2.3.1.105 > GO:alkylglycerophosphate 2-O-acetyltransferase activity ; GO:0047160
EC:2.3.1.106 > GO:tartronate O-hydroxycinnamoyltransferase activity ; GO:0047161
EC:2.3.1.107 > GO:17-O-deacetylvindoline O-acetyltransferase activity ; GO:0047162
EC:2.3.1.108 > GO:tubulin N-acetyltransferase activity ; GO:0019799
EC:2.3.1.109 > GO:arginine N-succinyltransferase activity ; GO:0008791
EC:2.3.1.11 > GO:thioethanolamine S-acetyltransferase activity ; GO:0050336
EC:2.3.1.110 > GO:tyramine N-feruloyltransferase activity ; GO:0050366
EC:2.3.1.111 > GO:mycocerosate synthase activity ; GO:0050111
EC:2.3.1.112 > GO:D-tryptophan N-malonyltransferase activity ; GO:0047836
EC:2.3.1.113 > GO:anthranilate N-malonyltransferase activity ; GO:0047673
EC:2.3.1.114 > GO:3,4-dichloroaniline N-malonyltransferase activity ; GO:0047163
EC:2.3.1.115 > GO:isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase activity ; GO:0047164
EC:2.3.1.116 > GO:flavonol-3-O-beta-glucoside O-malonyltransferase activity ; GO:0047165
EC:2.3.1.117 > GO:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity ; GO:0008666
EC:2.3.1.118 > GO:N-hydroxyarylamine O-acetyltransferase activity ; GO:0046990
EC:2.3.1.12 > GO:dihydrolipoyllysine-residue acetyltransferase activity ; GO:0004742
EC:2.3.1.121 > GO:1-alkenylglycerophosphoethanolamine O-acyltransferase activity ; GO:0047166
EC:2.3.1.122 > GO:trehalose O-mycolyltransferase activity ; GO:0050348
EC:2.3.1.123 > GO:dolichol O-acyltransferase activity ; GO:0047872
EC:2.3.1.125 > GO:1-alkyl-2-acetylglycerol O-acyltransferase activity ; GO:0047167
EC:2.3.1.126 > GO:isocitrate O-dihydroxycinnamoyltransferase activity ; GO:0047168
EC:2.3.1.127 > GO:ornithine N-benzoyltransferase activity ; GO:0050156
EC:2.3.1.128 > GO:ribosomal-protein-alanine N-acetyltransferase activity ; GO:0008999
EC:2.3.1.129 > GO:acyl-[acyl-carrier protein]-UDP-N-acetylglucosamine O-acyltransferase activity ; GO:0008780
EC:2.3.1.13 > GO:glycine N-acyltransferase activity ; GO:0047961
EC:2.3.1.130 > GO:galactarate O-hydroxycinnamoyltransferase activity ; GO:0047169
EC:2.3.1.131 > GO:glucarate O-hydroxycinnamoyltransferase activity ; GO:0047170
EC:2.3.1.132 > GO:glucarolactone O-hydroxycinnamoyltransferase activity ; GO:0047171
EC:2.3.1.133 > GO:shikimate O-hydroxycinnamoyltransferase activity ; GO:0047172
EC:2.3.1.134 > GO:galactolipid O-acyltransferase activity ; GO:0047909
EC:2.3.1.135 > GO:phosphatidylcholine-retinol O-acyltransferase activity ; GO:0047173
EC:2.3.1.136 > GO:polysialic-acid O-acetyltransferase activity ; GO:0050208
EC:2.3.1.137 > GO:carnitine O-octanoyltransferase activity ; GO:0008458
EC:2.3.1.138 > GO:putrescine N-hydroxycinnamoyltransferase activity ; GO:0047174
EC:2.3.1.139 > GO:ecdysone O-acyltransferase activity ; GO:0004173
EC:2.3.1.14 > GO:glutamine N-phenylacetyltransferase activity ; GO:0047947
EC:2.3.1.140 > GO:rosmarinate synthase activity ; GO:0050266
EC:2.3.1.141 > GO:galactosylacylglycerol O-acyltransferase activity ; GO:0047175
EC:2.3.1.142 > GO:glycoprotein O-fatty-acyltransferase activity ; GO:0047965
EC:2.3.1.143 > GO:beta-glucogallin-tetrakisgalloylglucose O-galloyltransferase activity ; GO:0047176
EC:2.3.1.144 > GO:anthranilate N-benzoyltransferase activity ; GO:0047672
EC:2.3.1.145 > GO:piperidine N-piperoyltransferase activity ; GO:0050199
EC:2.3.1.146 > GO:pinosylvin synthase activity ; GO:0050198
EC:2.3.1.147 > GO:glycerophospholipid arachidonoyl-transferase (CoA-independent) activity ; GO:0047177
EC:2.3.1.148 > GO:glycerophospholipid acyltransferase (CoA-dependent) activity ; GO:0047178
EC:2.3.1.149 > GO:platelet-activating factor acetyltransferase activity ; GO:0047179
EC:2.3.1.15 > GO:glycerol-3-phosphate O-acyltransferase activity ; GO:0004366
EC:2.3.1.150 > GO:salutaridinol 7-O-acetyltransferase activity ; GO:0047180
EC:2.3.1.151 > GO:benzophenone synthase activity ; GO:0047181
EC:2.3.1.152 > GO:alcohol O-cinnamoyltransferase activity ; GO:0047182
EC:2.3.1.153 > GO:anthocyanin 5-aromatic acyltransferase activity ; GO:0047183
EC:2.3.1.154 > GO:propionyl-CoA C2-trimethyltridecanoyltransferase activity ; GO:0050632
EC:2.3.1.155 > GO:acetyl-CoA C-myristoyltransferase activity ; GO:0050633
EC:2.3.1.156 > GO:phloroisovalerophenone synthase activity ; GO:0050634
EC:2.3.1.157 > GO:glucosamine-1-phosphate N-acetyltransferase activity ; GO:0019134
EC:2.3.1.158 > GO:phospholipid:diacylglycerol acyltransferase activity ; GO:0046027
EC:2.3.1.159 > GO:acridone synthase activity ; GO:0050635
EC:2.3.1.16 > GO:acetyl-CoA C-acyltransferase activity ; GO:0003988
EC:2.3.1.160 > GO:vinorine synthase activity ; GO:0050636
EC:2.3.1.161 > GO:lovastatin nonaketide synthase activity ; GO:0050637
EC:2.3.1.162 > GO:taxadien-5-alpha-ol O-acetyltransferase activity ; GO:0050638
EC:2.3.1.163 > GO:10-hydroxytaxane O-acetyltransferase activity ; GO:0050639
EC:2.3.1.164 > GO:isopenicillin-N N-acyltransferase activity ; GO:0050640
EC:2.3.1.165 > GO:6-methylsalicylic acid synthase activity ; GO:0050641
EC:2.3.1.166 > GO:2-alpha-hydroxytaxane 2-O-benzoyltransferase activity ; GO:0050642
EC:2.3.1.167 > GO:10-deacetylbaccatin III 10-O-acetyltransferase activity ; GO:0050643
EC:2.3.1.17 > GO:aspartate N-acetyltransferase activity ; GO:0017188
EC:2.3.1.18 > GO:galactoside O-acetyltransferase activity ; GO:0008870
EC:2.3.1.19 > GO:phosphate butyryltransferase activity ; GO:0050182
EC:2.3.1.2 > GO:imidazole N-acetyltransferase activity ; GO:0047716
EC:2.3.1.20 > GO:diacylglycerol O-acyltransferase activity ; GO:0004144
EC:2.3.1.21 > GO:carnitine O-palmitoyltransferase activity ; GO:0004095
EC:2.3.1.22 > GO:2-acylglycerol O-acyltransferase activity ; GO:0003846
EC:2.3.1.23 > GO:1-acylglycerophosphocholine O-acyltransferase activity ; GO:0047184
EC:2.3.1.24 > GO:sphingosine N-acyltransferase activity ; GO:0050291
EC:2.3.1.25 > GO:plasmalogen synthase activity ; GO:0050200
EC:2.3.1.26 > GO:sterol O-acyltransferase activity ; GO:0004772
EC:2.3.1.27 > GO:cortisol O-acetyltransferase activity ; GO:0047784
EC:2.3.1.28 > GO:chloramphenicol O-acetyltransferase activity ; GO:0008811
EC:2.3.1.29 > GO:glycine C-acetyltransferase activity ; GO:0008890
EC:2.3.1.3 > GO:glucosamine N-acetyltransferase activity ; GO:0047932
EC:2.3.1.30 > GO:serine O-acetyltransferase activity ; GO:0009001
EC:2.3.1.31 > GO:homoserine O-acetyltransferase activity ; GO:0004414
EC:2.3.1.32 > GO:lysine N-acetyltransferase activity ; GO:0004468
EC:2.3.1.33 > GO:histidine N-acetyltransferase activity ; GO:0047981
EC:2.3.1.34 > GO:D-tryptophan N-acetyltransferase activity ; GO:0047835
EC:2.3.1.35 > GO:glutamate N-acetyltransferase activity ; GO:0004358
EC:2.3.1.36 > GO:D-amino-acid N-acetyltransferase activity ; GO:0047812
EC:2.3.1.37 > GO:5-aminolevulinate synthase activity ; GO:0003870
EC:2.3.1.38 > GO:[acyl-carrier protein] S-acetyltransferase activity ; GO:0004313
EC:2.3.1.39 > GO:[acyl-carrier protein] S-malonyltransferase activity ; GO:0004314
EC:2.3.1.4 > GO:glucosamine 6-phosphate N-acetyltransferase activity ; GO:0004343
EC:2.3.1.40 > GO:acyl-[acyl-carrier protein]-phospholipid O-acyltransferase activity ; GO:0008779
EC:2.3.1.41 > GO:3-oxoacyl-[acyl-carrier protein] synthase activity ; GO:0004315
EC:2.3.1.42 > GO:glycerone-phosphate O-acyltransferase activity ; GO:0016287
EC:2.3.1.43 > GO:phosphatidylcholine-sterol O-acyltransferase activity ; GO:0004607
EC:2.3.1.44 > GO:N-acetylneuraminate 4-O-acetyltransferase activity ; GO:0047185
EC:2.3.1.45 > GO:N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity ; GO:0047186
EC:2.3.1.46 > GO:homoserine O-succinyltransferase activity ; GO:0008899
EC:2.3.1.47 > GO:8-amino-7-oxononanoate synthase activity ; GO:0008710
EC:2.3.1.48 > GO:histone acetyltransferase activity ; GO:0004402
EC:2.3.1.49 > GO:deacetyl-[citrate-(pro-3S)-lyase] S-acetyltransferase activity ; GO:0047187
EC:2.3.1.5 > GO:arylamine N-acetyltransferase activity ; GO:0004060
EC:2.3.1.50 > GO:serine C-palmitoyltransferase activity ; GO:0004758
EC:2.3.1.51 > GO:1-acylglycerol-3-phosphate O-acyltransferase activity ; GO:0003841
EC:2.3.1.52 > GO:2-acylglycerol-3-phosphate O-acyltransferase activity ; GO:0047144
EC:2.3.1.53 > GO:phenylalanine N-acetyltransferase activity ; GO:0050176
EC:2.3.1.54 > GO:formate C-acetyltransferase activity ; GO:0008861
EC:2.3.1.56 > GO:aromatic-hydroxylamine O-acetyltransferase activity ; GO:0047188
EC:2.3.1.57 > GO:diamine N-acetyltransferase activity ; GO:0004145
EC:2.3.1.58 > GO:2,3-diaminopropionate N-oxalyltransferase activity ; GO:0047189
EC:2.3.1.59 > GO:gentamycin 2'-N-acetyltransferase activity ; GO:0047921
EC:2.3.1.6 > GO:choline O-acetyltransferase activity ; GO:0004102
EC:2.3.1.60 > GO:gentamicin 3'-N-acetyltransferase activity ; GO:0016991
EC:2.3.1.61 > GO:dihydrolipoyllysine-residue succinyltransferase activity ; GO:0004149
EC:2.3.1.62 > GO:2-acylglycerophosphocholine O-acyltransferase activity ; GO:0047190
EC:2.3.1.63 > GO:1-alkylglycerophosphocholine O-acyltransferase activity ; GO:0047191
EC:2.3.1.64 > GO:agmatine N4-coumaroyltransferase activity ; GO:0047634
EC:2.3.1.65 > GO:glycine N-choloyltransferase activity ; GO:0047963
EC:2.3.1.66 > GO:leucine N-acetyltransferase activity ; GO:0050050
EC:2.3.1.67 > GO:1-alkylglycerophosphocholine O-acetyltransferase activity ; GO:0047192
EC:2.3.1.68 > GO:glutamine N-acyltransferase activity ; GO:0047946
EC:2.3.1.69 > GO:monoterpenol O-acetyltransferase activity ; GO:0050107
EC:2.3.1.7 > GO:carnitine O-acetyltransferase activity ; GO:0004092
EC:2.3.1.70 > GO:CDP-acylglycerol O-arachidonoyltransferase activity ; GO:0047193
EC:2.3.1.71 > GO:glycine N-benzoyltransferase activity ; GO:0047962
EC:2.3.1.72 > GO:indoleacetylglucose-inositol O-acyltransferase activity ; GO:0047194
EC:2.3.1.73 > GO:diacylglycerol-sterol O-acyltransferase activity ; GO:0047195
EC:2.3.1.74 > GO:naringenin-chalcone synthase activity ; GO:0016210
EC:2.3.1.75 > GO:long-chain-alcohol O-fatty-acyltransferase activity ; GO:0047196
EC:2.3.1.76 > GO:retinol O-fatty-acyltransferase activity ; GO:0050252
EC:2.3.1.77 > GO:triacylglycerol-sterol O-acyltransferase activity ; GO:0047197
EC:2.3.1.78 > GO:heparan-alpha-glucosaminide N-acetyltransferase activity ; GO:0015019
EC:2.3.1.79 > GO:maltose O-acetyltransferase activity ; GO:0008925
EC:2.3.1.8 > GO:phosphate acetyltransferase activity ; GO:0008959
EC:2.3.1.80 > GO:cysteine-S-conjugate N-acetyltransferase activity ; GO:0047198
EC:2.3.1.81 > GO:aminoglycoside N3'-acetyltransferase activity ; GO:0046353
EC:2.3.1.82 > GO:aminoglycoside N6'-acetyltransferase activity ; GO:0047663
EC:2.3.1.83 > GO:phosphatidylcholine-dolichol O-acyltransferase activity ; GO:0047199
EC:2.3.1.84 > GO:alcohol O-acetyltransferase activity ; GO:0004026
EC:2.3.1.85 > GO:fatty-acid synthase activity ; GO:0004312
EC:2.3.1.86 > GO:fatty-acyl-CoA synthase activity ; GO:0004321
EC:2.3.1.87 > GO:aralkylamine N-acetyltransferase activity ; GO:0004059
EC:2.3.1.88 > GO:peptide alpha-N-acetyltransferase activity ; GO:0004596
EC:2.3.1.89 > GO:tetrahydrodipicolinate N-acetyltransferase activity ; GO:0047200
EC:2.3.1.9 > GO:acetyl-CoA C-acetyltransferase activity ; GO:0003985
EC:2.3.1.90 > GO:beta-glucogallin O-galloyltransferase activity ; GO:0047201
EC:2.3.1.91 > GO:sinapoylglucose-choline O-sinapoyltransferase activity ; GO:0047202
EC:2.3.1.92 > GO:sinapoylglucose-malate O-sinapoyltransferase activity ; GO:0016754
EC:2.3.1.93 > GO:13-hydroxylupinine O-tigloyltransferase activity ; GO:0047203
EC:2.3.1.94 > GO:erythronolide synthase activity ; GO:0047879
EC:2.3.1.95 > GO:trihydroxystilbene synthase activity ; GO:0050350
EC:2.3.1.96 > GO:glycoprotein N-palmitoyltransferase activity ; GO:0018010
EC:2.3.1.97 > GO:glycylpeptide N-tetradecanoyltransferase activity ; GO:0004379
EC:2.3.1.98 > GO:chlorogenate-glucarate O-hydroxycinnamoyltransferase activity ; GO:0047204
EC:2.3.1.99 > GO:quinate O-hydroxycinnamoyltransferase activity ; GO:0047205
EC:2.3.2 > GO:transferase activity, transferring amino-acyl groups ; GO:0016755
EC:2.3.2.1 > GO:D-glutamyltransferase activity ; GO:0047823
EC:2.3.2.10 > GO:UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity ; GO:0047206
EC:2.3.2.11 > GO:alanylphosphatidylglycerol synthase activity ; GO:0047637
EC:2.3.2.12 > GO:peptidyltransferase activity ; GO:0000048
EC:2.3.2.13 > GO:protein-glutamine gamma-glutamyltransferase activity ; GO:0003810
EC:2.3.2.14 > GO:D-alanine gamma-glutamyltransferase activity ; GO:0047811
EC:2.3.2.15 > GO:glutathione gamma-glutamylcysteinyltransferase activity ; GO:0016756
EC:2.3.2.2 > GO:gamma-glutamyltransferase activity ; GO:0003840
EC:2.3.2.3 > GO:lysyltransferase activity ; GO:0050071
EC:2.3.2.4 > GO:gamma-glutamylcyclotransferase activity ; GO:0003839
EC:2.3.2.5 > GO:glutaminyl-peptide cyclotransferase activity ; GO:0016603
EC:2.3.2.6 > GO:leucyltransferase activity ; GO:0008914
EC:2.3.2.7 > GO:aspartyltransferase activity ; GO:0047690
EC:2.3.2.8 > GO:arginyltransferase activity ; GO:0004057
EC:2.3.2.9 > GO:agaritine gamma-glutamyltransferase activity ; GO:0050411
EC:2.3.3 > GO:transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer ; GO:0046912
EC:2.3.3.1 > GO:citrate (Si)-synthase activity ; GO:0004108
EC:2.3.3.10 > GO:hydroxymethylglutaryl-CoA synthase activity ; GO:0004421
EC:2.3.3.11 > GO:2-hydroxyglutarate synthase activity ; GO:0019142
EC:2.3.3.12 > GO:3-propylmalate synthase activity ; GO:0050442
EC:2.3.3.13 > GO:2-isopropylmalate synthase activity ; GO:0003852
EC:2.3.3.14 > GO:homocitrate synthase activity ; GO:0004410
EC:2.3.3.15 > GO:sulfoacetaldehyde acetyltransferase activity ; GO:0050487
EC:2.3.3.2 > GO:decylcitrate synthase activity ; GO:0050457
EC:2.3.3.3 > GO:citrate (Re)-synthase activity ; GO:0050450
EC:2.3.3.4 > GO:decylhomocitrate synthase activity ; GO:0050458
EC:2.3.3.5 > GO:2-methylcitrate synthase activity ; GO:0050440
EC:2.3.3.6 > GO:2-ethylmalate synthase activity ; GO:0050438
EC:2.3.3.7 > GO:3-ethylmalate synthase activity ; GO:0050441
EC:2.3.3.8 > GO:ATP citrate synthase activity ; GO:0003878
EC:2.3.3.9 > GO:malate synthase activity ; GO:0004474
EC:2.4 > GO:transferase activity, transferring glycosyl groups ; GO:0016757
EC:2.4.1 > GO:transferase activity, transferring hexosyl groups ; GO:0016758
EC:2.4.1.1 > GO:phosphorylase activity ; GO:0004645
EC:2.4.1.10 > GO:levansucrase activity ; GO:0050053
EC:2.4.1.100 > GO:1,2-beta-fructan 1F-fructosyltransferase activity ; GO:0047207
EC:2.4.1.101 > GO:alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity ; GO:0003827
EC:2.4.1.102 > GO:beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity ; GO:0003829
EC:2.4.1.103 > GO:alizarin 2-beta-glucosyltransferase activity ; GO:0047644
EC:2.4.1.104 > GO:o-dihydroxycoumarin 7-O-glucosyltransferase activity ; GO:0047208
EC:2.4.1.105 > GO:vitexin beta-glucosyltransferase activity ; GO:0050395
EC:2.4.1.106 > GO:isovitexin beta-glucosyltransferase activity ; GO:0050010
EC:2.4.1.109 > GO:dolichyl-phosphate-mannose-protein mannosyltransferase activity ; GO:0004169
EC:2.4.1.11 > GO:glycogen (starch) synthase activity ; GO:0004373
EC:2.4.1.110 > GO:tRNA-queuosine beta-mannosyltransferase activity ; GO:0016438
EC:2.4.1.111 > GO:coniferyl-alcohol glucosyltransferase activity ; GO:0047209
EC:2.4.1.112 > GO:alpha-1,4-glucan-protein synthase (UDP-forming) activity ; GO:0047210
EC:2.4.1.113 > GO:alpha-1,4-glucan-protein synthase (ADP-forming) activity ; GO:0047211
EC:2.4.1.114 > GO:2-coumarate O-beta-glucosyltransferase activity ; GO:0047212
EC:2.4.1.115 > GO:anthocyanidin 3-O-glucosyltransferase activity ; GO:0047213
EC:2.4.1.116 > GO:cyanidin-3-rhamnosylglucoside 5-O-glucosyltransferase activity ; GO:0047214
EC:2.4.1.117 > GO:dolichyl-phosphate beta-glucosyltransferase activity ; GO:0004581
EC:2.4.1.118 > GO:cytokinin 7-beta-glucosyltransferase activity ; GO:0047807
EC:2.4.1.119 > GO:dolichyl-diphosphooligosaccharide-protein glycotransferase activity ; GO:0004579
EC:2.4.1.12 > GO:cellulose synthase (UDP-forming) activity ; GO:0016760
EC:2.4.1.120 > GO:sinapate 1-glucosyltransferase activity ; GO:0050284
EC:2.4.1.121 > GO:indole-3-acetate beta-glucosyltransferase activity ; GO:0047215
EC:2.4.1.122 > GO:glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity ; GO:0016263
EC:2.4.1.123 > GO:inositol 3-alpha-galactosyltransferase activity ; GO:0047216
EC:2.4.1.125 > GO:sucrose-1,6-alpha-glucan 3(6)-alpha-glucosyltransferase activity ; GO:0047217
EC:2.4.1.126 > GO:hydroxycinnamate 4-beta-glucosyltransferase activity ; GO:0047218
EC:2.4.1.127 > GO:monoterpenol beta-glucosyltransferase activity ; GO:0047219
EC:2.4.1.128 > GO:scopoletin glucosyltransferase activity ; GO:0050275
EC:2.4.1.129 > GO:peptidoglycan glycosyltransferase activity ; GO:0008955
EC:2.4.1.13 > GO:sucrose synthase activity ; GO:0016157
EC:2.4.1.130 > GO:dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity ; GO:0004584
EC:2.4.1.131 > GO:glycolipid 2-alpha-mannosyltransferase activity ; GO:0004377
EC:2.4.1.132 > GO:glycolipid 3-alpha-mannosyltransferase activity ; GO:0004378
EC:2.4.1.133 > GO:xylosylprotein 4-beta-galactosyltransferase activity ; GO:0046525
EC:2.4.1.134 > GO:galactosylxylosylprotein 3-beta-galactosyltransferase activity ; GO:0047220
EC:2.4.1.135 > GO:galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity ; GO:0015018
EC:2.4.1.136 > GO:gallate 1-beta-glucosyltransferase activity ; GO:0047913
EC:2.4.1.137 > GO:sn-glycerol-3-phosphate 2-alpha-galactosyltransferase activity ; GO:0047221
EC:2.4.1.138 > GO:mannotetraose 2-alpha-N-acetylglucosaminyltransferase activity ; GO:0047222
EC:2.4.1.139 > GO:maltose synthase activity ; GO:0050420
EC:2.4.1.14 > GO:sucrose-phosphate synthase activity ; GO:0046524
EC:2.4.1.141 > GO:N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity ; GO:0004577
EC:2.4.1.142 > GO:chitobiosyldiphosphodolichol beta-mannosyltransferase activity ; GO:0004578
EC:2.4.1.143 > GO:alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity ; GO:0008455
